,OSEBuildingID,BuildingType,PrimaryPropertyType,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEnergyUseWN(kBtu)
1073,20743,NonResidential,Worship Facility,7,MAGNOLIA / QUEEN ANNE,47.63159,-122.35839,1963-01-01,1.0,2,24227,0,24227,Worship Facility,Worship Facility,26210.0,55.0,1238854.625
1081,20768,NonResidential,Distribution Center,2,GREATER DUWAMISH,47.54365,-122.30785,1956-01-01,1.0,1,27000,0,27000,Distribution Center,Distribution Center,27000.0,61.0,735187.125
1093,20815,NonResidential,Small- and Mid-Sized Office,4,LAKE UNION,47.64243,-122.32618,1957-01-01,1.0,2,21183,0,21183,"Office, Parking",Office,13945.0,99.0,361542.0938
1094,20818,NonResidential,Small- and Mid-Sized Office,4,LAKE UNION,47.64428,-122.32627,1961-01-01,1.0,3,29392,3834,25558,"Office, Parking",Office,29392.0,91.0,804510.375
1096,20836,NonResidential,Large Office,4,LAKE UNION,47.6465,-122.3252,1985-01-01,1.0,5,137738,55504,82234,"Office, Other, Parking",Office,77796.0,62.0,4843339.0
1104,20861,NonResidential,Residence Hall,4,LAKE UNION,47.65014,-122.34424,1988-01-01,1.0,3,21118,0,21118,Residence Hall/Dormitory,Residence Hall/Dormitory,21118.0,49.0,1427645.0
1105,20868,NonResidential,Large Office,4,LAKE UNION,47.64868,-122.34254,2013-01-01,1.0,5,206126,79284,126842,"Office, Other, Parking, Restaurant",Office,101941.0,98.0,4515744.5
1106,20871,NonResidential,Small- and Mid-Sized Office,4,LAKE UNION,47.64866,-122.34509,1900-01-01,1.0,2,20500,0,20500,Office,Office,20500.0,48.0,1326178.125
1109,20885,NonResidential,Senior Care Community,6,BALLARD,47.69875,-122.36725,1966-01-01,1.0,2,34636,31000,3636,"Parking, Senior Care Community",Senior Care Community,36000.0,3.0,12805711.0
1110,20888,NonResidential,Worship Facility,4,NORTHEAST,47.67485,-122.29284,1930-01-01,1.0,2,25521,0,25521,Worship Facility,Worship Facility,25521.0,82.0,685885.625
1111,20890,NonResidential,K-12 School,4,NORTHEAST,47.67485,-122.29284,1986-01-01,1.0,1,23190,0,23190,K-12 School,K-12 School,23190.0,79.0,1929416.5
1115,20916,NonResidential,Small- and Mid-Sized Office,6,NORTHWEST,47.68602,-122.35674,1960-01-01,1.0,1,20678,0,20678,Office,Office,23100.0,98.0,875049.6875
1116,20917,NonResidential,K-12 School,6,NORTHWEST,47.68642,-122.35707,1922-01-01,1.0,3,28820,0,28820,K-12 School,K-12 School,33780.0,43.0,2959193.75
1119,20928,NonResidential,Worship Facility,2,SOUTHEAST,47.51042,-122.26277,1954-01-01,1.0,2,27876,0,27876,Worship Facility,Worship Facility,44816.0,69.0,2095655.25
1123,20970,NonResidential,Senior Care Community,2,SOUTHEAST,47.55387,-122.27875,1966-01-01,1.0,2,48882,7233,41649,"Parking, Senior Care Community",Senior Care Community,41922.0,51.0,7048919.0
1124,20976,NonResidential,Warehouse,2,GREATER DUWAMISH,47.55374,-122.32498,1977-01-01,1.0,1,22320,0,22320,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,22320.0,62.0,462174.4063
1125,20978,NonResidential,Other,2,GREATER DUWAMISH,47.55297,-122.32472,1976-01-01,1.0,1,47105,0,47105,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,45320.0,,10234721.0
1126,20979,NonResidential,Small- and Mid-Sized Office,2,GREATER DUWAMISH,47.55316,-122.32616,1982-01-01,1.0,2,40029,0,40029,"Non-Refrigerated Warehouse, Office",Office,31800.0,69.0,1575328.25
1127,20984,NonResidential,Small- and Mid-Sized Office,2,GREATER DUWAMISH,47.55196,-122.32518,1970-01-01,1.0,2,28304,0,28304,Office,Office,27185.0,67.0,1322894.5
1128,20985,NonResidential,Other,2,GREATER DUWAMISH,47.55168,-122.32459,1970-01-01,1.0,1,26400,0,26400,"Non-Refrigerated Warehouse, Other - Recreation",Other - Recreation,20560.0,,452612.5
1129,20986,NonResidential,Warehouse,2,GREATER DUWAMISH,47.55049,-122.32382,1968-01-01,1.0,1,27680,0,27680,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,25000.0,,1918665.75
1130,20987,NonResidential,Small- and Mid-Sized Office,2,GREATER DUWAMISH,47.55145,-122.32635,1969-01-01,1.0,2,25872,0,25872,"Non-Refrigerated Warehouse, Office",Office,23272.0,,1853911.875
1131,20988,NonResidential,Small- and Mid-Sized Office,2,GREATER DUWAMISH,47.55127,-122.32576,1969-01-01,1.0,2,25872,0,25872,Office,Office,24988.0,41.0,2498335.25
1132,20989,NonResidential,Warehouse,2,GREATER DUWAMISH,47.55127,-122.32576,1969-01-01,1.0,1,20500,0,20500,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,21386.0,65.0,222600.0938
1133,21005,NonResidential,Small- and Mid-Sized Office,4,LAKE UNION,47.6557,-122.34682,1958-01-01,1.0,2,21436,0,21436,Office,Office,21436.0,95.0,558727.875
1134,21023,NonResidential,Mixed Use Property,3,NORTHEAST,47.65205,-122.3218,1998-01-01,1.0,1,20233,0,20233,"Non-Refrigerated Warehouse, Office, Other",Office,7245.0,,690322.6875
1136,21057,NonResidential,Small- and Mid-Sized Office,6,LAKE UNION,47.65178,-122.351,2006-01-01,1.0,4,39926,12400,27526,"Multifamily Housing, Office, Parking, Retail Store",Office,24335.0,,1039085.375
1139,21088,NonResidential,Small- and Mid-Sized Office,4,LAKE UNION,47.64904,-122.34609,1985-01-01,1.0,3,31417,8110,23307,"Office, Parking",Office,26295.0,94.0,1214408.75
1142,21095,NonResidential,Self-Storage Facility,7,DOWNTOWN,47.61179,-122.3404,1928-01-01,1.0,6,46580,0,46580,Self-Storage Facility,Self-Storage Facility,46580.0,,778702.125
1144,21097,NonResidential,Retail Store,7,DOWNTOWN,47.61165,-122.34011,1916-01-01,1.0,2,25920,0,25920,Retail Store,Retail Store,25920.0,5.0,478690.0938
1146,21102,NonResidential,Retail Store,7,DOWNTOWN,47.61236,-122.34144,1919-01-01,1.0,2,25920,0,25920,Retail Store,Retail Store,38880.0,93.0,1046976.813
1147,21103,NonResidential,Hotel,7,DOWNTOWN,47.61203,-122.34165,1910-01-01,1.0,8,61721,0,61721,Hotel,,,93.0,2968429.75
1150,21108,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.61297,-122.34324,1919-01-01,1.0,2,25920,0,25920,Office,Office,23995.0,75.0,1945839.625
1154,21115,NonResidential,Small- and Mid-Sized Office,3,EAST,47.61098,-122.32766,1925-01-01,1.0,4,39760,0,39760,Office,Office,39760.0,92.0,2741556.25
1155,21116,NonResidential,Other,3,EAST,47.61109,-122.32721,1920-01-01,1.0,3,30971,0,30971,Other,Other,30971.0,,2974354.25
1156,21117,NonResidential,Small- and Mid-Sized Office,3,EAST,47.61063,-122.32741,1946-01-01,1.0,3,22667,0,22667,Office,Office,22667.0,1.0,4141811.25
1158,21119,NonResidential,Warehouse,6,LAKE UNION,47.64965,-122.34913,1927-01-01,1.0,2,33840,0,33840,"Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,18740.0,,2339649.75
1159,21122,NonResidential,Mixed Use Property,6,LAKE UNION,47.6502,-122.34959,2001-01-01,5.0,3,41827,9226,32601,"Multifamily Housing, Office, Other - Mall, Parking, Restaurant",Multifamily Housing,14273.0,,4288601.5
1161,21125,NonResidential,Small- and Mid-Sized Office,6,LAKE UNION,47.65114,-122.34954,2001-01-01,1.0,5,33740,6010,27730,"Office, Parking, Retail Store",Office,15908.0,79.0,1291405.25
1162,21129,NonResidential,Retail Store,6,LAKE UNION,47.65115,-122.35024,1911-01-01,1.0,2,20516,0,20516,"Hotel, Retail Store",Retail Store,10155.0,98.0,1109483.125
1163,21133,NonResidential,Retail Store,6,LAKE UNION,47.65019,-122.35013,1906-01-01,1.0,3,27480,0,27480,"Office, Retail Store",Retail Store,22218.0,88.0,1215156.25
1165,21138,NonResidential,Mixed Use Property,6,LAKE UNION,47.65061,-122.35159,1947-01-01,1.0,1,46958,0,46958,"Bank Branch, Bar/Nightclub, Office, Parking",Office,40313.0,95.0,1818867.875
1166,21140,NonResidential,Distribution Center,6,LAKE UNION,47.65214,-122.356,1984-01-01,1.0,1,26532,0,26532,Distribution Center,Distribution Center,26532.0,5.0,2261229.0
1167,21141,NonResidential,Small- and Mid-Sized Office,6,LAKE UNION,47.65186,-122.35531,1981-01-01,1.0,2,22388,0,22388,"Multifamily Housing, Office",Office,19600.0,,605182.6875
1168,21142,NonResidential,Other,6,LAKE UNION,47.65138,-122.35565,1969-01-01,1.0,1,30730,0,30730,Other,Other,30730.0,,3269018.5
1169,21145,NonResidential,Small- and Mid-Sized Office,6,LAKE UNION,47.65297,-122.35839,1986-01-01,1.0,2,35600,0,35600,"Office, Parking",Office,36839.0,47.0,2195095.5
1171,21150,NonResidential,Worship Facility,7,MAGNOLIA / QUEEN ANNE,47.64905,-122.36055,1949-01-01,1.0,3,62000,0,62000,"Other, Worship Facility",Worship Facility,57200.0,81.0,2158433.5
1172,21172,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,47.64805,-122.35534,1981-01-01,1.0,2,23600,0,23600,Office,Office,23600.0,82.0,839316.3125
1174,21177,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,47.64976,-122.35684,1986-01-01,1.0,3,40067,0,40067,Office,Office,40067.0,43.0,2303732.75
1175,21178,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,47.64976,-122.35684,1989-01-01,1.0,3,26419,6922,19497,Office,Office,26419.0,67.0,1074989.0
1176,21179,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,47.64976,-122.35684,1979-01-01,1.0,3,25262,0,25262,Office,Office,25262.0,54.0,1508578.25
1177,21180,NonResidential,Other,6,LAKE UNION,47.64975,-122.35289,1996-01-01,0.0,3,53103,0,53103,Other,Other,38723.0,,4879644.0
1178,21181,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,47.64901,-122.35516,1980-01-01,1.0,3,34106,0,34106,Office,Office,32739.0,57.0,1785202.125
1179,21182,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,47.64934,-122.35592,1980-01-01,1.0,3,34545,0,34545,Office,Office,34545.0,29.0,2313978.75
1180,21183,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,47.64865,-122.35435,1980-01-01,1.0,3,70296,0,70296,Office,Office,70296.0,86.0,3018885.75
1181,25660,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.59979,-122.33339,1902-01-01,1.0,4,27838,0,27838,Office,Office,27838.0,77.0,1265151.625
1182,21192,NonResidential,Distribution Center,1,DELRIDGE,47.55105,-122.34695,1971-01-01,2.0,2,28368,0,28368,"Distribution Center, Office",Distribution Center,35300.0,,1931830.75
1189,21208,NonResidential,Other,5,NORTHWEST,47.72471,-122.3412,1964-01-01,1.0,2,92080,0,92080,Other,Other,92129.0,,5368434.5
1191,21212,NonResidential,Other,5,NORTHWEST,47.72288,-122.34065,1961-01-01,1.0,1,20236,0,20236,Other - Recreation,Other - Recreation,20236.0,,2089365.125
1192,21213,NonResidential,Small- and Mid-Sized Office,5,NORTHWEST,47.72004,-122.34418,1951-01-01,1.0,2,39815,0,39815,"Non-Refrigerated Warehouse, Office",Office,27118.0,62.0,2158188.5
1194,21216,Nonresidential COS,Other,5,NORTHWEST,47.72299,-122.34293,1970-01-01,1.0,4,25557,0,25557,Residential Care Facility,Residential Care Facility,25557.0,,2280352.5
1195,21218,Nonresidential COS,Other,5,NORTHWEST,47.72134,-122.34102,1958-01-01,1.0,2,26994,0,26994,"Office, Other - Services",Other - Services,16243.0,,3320817.0
1196,21219,NonResidential,Warehouse,5,NORTHWEST,47.72183,-122.34328,1972-01-01,1.0,1,48112,0,48112,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,48112.0,73.0,1463960.0
1197,21221,NonResidential,Other,5,NORTHWEST,47.72065,-122.34318,2009-01-01,1.0,1,20909,0,20909,"Other - Public Services, Parking",Other - Public Services,19050.0,,1296995.0
1198,21226,NonResidential,Small- and Mid-Sized Office,5,NORTHWEST,47.73387,-122.34722,2001-01-01,1.0,2,42793,16518,26275,"Office, Parking",Office,26275.0,27.0,1871245.75
1201,21233,NonResidential,Other,5,NORTHWEST,47.72644,-122.34338,2007-01-01,1.0,2,45000,0,45000,Other - Recreation,Other - Recreation,45000.0,,6104259.5
1203,21236,NonResidential,Retail Store,5,NORTHWEST,47.72337,-122.34373,1998-01-01,1.0,1,26115,0,26115,Retail Store,Retail Store,26115.0,43.0,1760626.0
1205,21239,NonResidential,Worship Facility,4,NORTHEAST,47.6702,-122.32066,1949-01-01,1.0,1,26033,0,26033,"Parking, Worship Facility",Worship Facility,30044.0,78.0,1343672.875
1207,21243,NonResidential,K-12 School,7,MAGNOLIA / QUEEN ANNE,47.64344,-122.3509,2007-01-01,1.0,4,48660,0,48660,K-12 School,K-12 School,49468.0,82.0,2115259.0
1208,21244,NonResidential,Senior Care Community,7,MAGNOLIA / QUEEN ANNE,47.6441,-122.34795,1970-01-01,1.0,2,46539,0,46539,Senior Care Community,Senior Care Community,46539.0,73.0,5589312.5
1210,21262,NonResidential,Residence Hall,7,DOWNTOWN,47.61283,-122.34392,1909-01-01,1.0,4,29796,0,29796,Residence Hall/Dormitory,Residence Hall/Dormitory,29796.0,47.0,2309752.75
1211,21265,NonResidential,Retail Store,7,DOWNTOWN,47.6123,-122.34395,1920-01-01,1.0,2,26400,0,26400,"Office, Parking, Retail Store",Retail Store,14428.0,36.0,1013921.625
1212,21266,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.61185,-122.3434,1918-01-01,1.0,3,38148,0,38148,"Office, Retail Store",Office,37853.0,98.0,1262255.75
1214,21270,NonResidential,Mixed Use Property,7,LAKE UNION,47.62231,-122.34145,1928-01-01,1.0,2,28800,0,28800,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,14400.0,,521523.1875
1215,21278,NonResidential,Worship Facility,7,MAGNOLIA / QUEEN ANNE,47.62232,-122.36101,1955-01-01,1.0,5,31945,0,31945,"Parking, Worship Facility",Worship Facility,31945.0,4.0,1806468.0
1220,21290,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,47.6189,-122.35713,1985-01-01,1.0,5,85963,33055,52908,"Office, Parking",Office,52908.0,43.0,4480961.0
1226,21310,NonResidential,Retail Store,7,DOWNTOWN,47.60683,-122.33771,1900-01-01,1.0,4,34680,0,34680,Retail Store,Retail Store,34680.0,92.0,1259828.25
1227,21313,NonResidential,Worship Facility,7,DOWNTOWN,47.60867,-122.33265,1968-01-01,1.0,3,75058,34510,40548,Worship Facility,Worship Facility,75058.0,24.0,6207115.5
1230,21317,NonResidential,Retail Store,7,DOWNTOWN,47.61103,-122.33549,1915-01-01,1.0,1,36504,0,36504,Retail Store,Retail Store,16200.0,2.0,2147472.5
1231,21318,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.61091,-122.33667,1907-01-01,1.0,6,35200,0,35200,Office,Office,35200.0,8.0,2998208.25
1232,21319,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60961,-122.33566,1907-01-01,1.0,5,35840,0,35840,Office,Office,35840.0,83.0,1724638.75
1233,21321,NonResidential,Other,7,DOWNTOWN,47.60985,-122.33527,1941-01-01,1.0,2,25920,0,25920,Bank Branch,Bank Branch,23230.0,60.0,1356947.75
1234,21322,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60952,-122.33558,1928-01-01,1.0,4,30525,0,30525,"Office, Retail Store",Office,15609.0,17.0,2991557.25
1237,21328,NonResidential,Other,7,EAST,47.61186,-122.32857,1964-01-01,1.0,4,49243,0,49243,Other/Specialty Hospital,Other/Specialty Hospital,52284.0,,8491346.0
1244,21336,NonResidential,Other,3,EAST,47.6097,-122.325,1912-01-01,0.0,3,20411,0,20411,Social/Meeting Hall,Social/Meeting Hall,20411.0,,2145049.5
1252,21351,NonResidential,Medical Office,3,EAST,47.61065,-122.32125,1962-01-01,1.0,2,30855,10285,20570,Medical Office,Medical Office,21571.0,2.0,3129807.0
1253,21353,NonResidential,Small- and Mid-Sized Office,3,EAST,47.61194,-122.32177,1910-01-01,1.0,3,73549,0,73549,"Office, Worship Facility",Office,41632.0,90.0,3209164.5
1255,21364,NonResidential,Other,3,EAST,47.60865694,-122.3205368,1988-01-01,1.0,5,45780,11400,34380,"Other - Education, Parking",Other - Education,45780.0,,11542708.0
1256,21365,NonResidential,Medical Office,3,EAST,47.60865416,-122.3205904,1963-01-01,0.0,3,39115,0,39115,Medical Office,Medical Office,50000.0,42.0,3838425.0
1257,21366,NonResidential,Other,7,EAST,47.60901,-122.32994,1916-01-01,1.0,3,38038,0,38038,"Food Service, Office, Other - Entertainment/Public Assembly",Other - Entertainment/Public Assembly,35886.0,,1255324.0
1258,21367,NonResidential,Worship Facility,7,EAST,47.60821,-122.3296,1962-01-01,1.0,3,37796,0,37796,"Parking, Worship Facility",Worship Facility,53000.0,55.0,2769792.0
1262,21380,Nonresidential COS,Small- and Mid-Sized Office,6,Ballard,47.66256,-122.36483,1993-01-01,1.0,1,27744,0,27744,"Data Center, Office, Other",Office,18380.0,,5355753.0
1263,21382,NonResidential,Warehouse,6,BALLARD,47.66388,-122.36831,1960-01-01,1.0,1,36444,0,36444,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,36444.0,80.0,169464.0938
1264,21388,NonResidential,Warehouse,6,BALLARD,47.65907,-122.36783,1950-01-01,1.0,1,27553,0,27553,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,27553.0,63.0,1054377.75
1265,21389,NonResidential,Distribution Center,6,BALLARD,47.6583,-122.36638,1951-01-01,3.0,1,57310,0,57310,Distribution Center,Distribution Center,57310.0,,1395637.75
1266,21391,NonResidential,Mixed Use Property,7,LAKE UNION,47.62296,-122.33884,1920-01-01,1.0,2,25920,0,25920,"Office, Other, Other - Services, Residence Hall/Dormitory, Restaurant",Office,10109.0,,1071271.0
1267,21396,NonResidential,Restaurant,7,LAKE UNION,47.62354,-122.33808,1919-01-01,1.0,3,40686,0,40686,Restaurant,Restaurant,40686.0,,2188575.25
1268,21397,NonResidential,Retail Store,7,LAKE UNION,47.62399,-122.33804,1964-01-01,1.0,2,45271,0,45271,Retail Store,Retail Store,45271.0,57.0,2912179.5
1269,21398,NonResidential,Small- and Mid-Sized Office,7,LAKE UNION,47.62437,-122.33802,1920-01-01,1.0,3,28380,12180,16200,Office,Office,28380.0,62.0,1503529.375
1270,21399,NonResidential,Large Office,7,LAKE UNION,47.62296,-122.3362,2009-01-01,1.0,5,508160,0,508160,"Food Service, Office, Parking",Office,329850.0,77.0,28053172.0
1271,21401,NonResidential,Small- and Mid-Sized Office,7,LAKE UNION,47.62353,-122.33622,1926-01-01,1.0,3,26176,0,26176,Office,Office,23730.0,95.0,1074761.125
1272,21413,NonResidential,Small- and Mid-Sized Office,3,LAKE UNION,47.62799,-122.33132,1926-01-01,1.0,1,37740,0,37740,"Office, Parking",Office,37481.0,1.0,7419337.0
1273,21418,Nonresidential COS,Other,7,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398,1961-01-01,1.0,1,26000,0,26000,Other,Other,49847.0,,5719698.0
1275,21424,NonResidential,Worship Facility,7,MAGNOLIA / QUEEN ANNE,47.61876,-122.3534,2009-01-01,1.0,3,23241,0,23241,Worship Facility,Worship Facility,23241.0,66.0,789925.875
1276,21425,NonResidential,Other,7,MAGNOLIA / QUEEN ANNE,47.61974,-122.3511,1962-01-01,1.0,1,155795,0,155795,Other,Other,155795.0,,18847708.0
1277,21432,Nonresidential COS,Other,7,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398,2002-01-01,1.0,1,21018,0,21018,Other,Other,21018.0,,1789470.75
1278,21433,Nonresidential COS,Other,7,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398,1998-01-01,1.0,1,30533,0,30533,Museum,Museum,28631.0,,6193701.5
1279,21435,NonResidential,Other,7,MAGNOLIA / QUEEN ANNE,47.62049,-122.3493,1961-01-01,1.0,2,33971,0,33971,Other - Recreation,Other - Recreation,50000.0,,18163924.0
1280,21436,Nonresidential COS,Other,7,MAGNOLIA / QUEEN ANNE,47.62082,-122.35251,1992-01-01,1.0,2,40600,0,40600,Other,Other,33000.0,,2470816.0
1281,21438,NonResidential,Small- and Mid-Sized Office,7,LAKE UNION,47.62055,-122.33881,1999-01-01,1.0,4,38038,0,38038,"Office, Parking",Office,38038.0,84.0,2040142.0
1282,21442,NonResidential,Small- and Mid-Sized Office,7,LAKE UNION,47.62028,-122.33717,2007-01-01,1.0,4,64596,24596,40000,"Office, Parking",Office,41591.0,92.0,2739358.75
1283,21443,NonResidential,Small- and Mid-Sized Office,7,LAKE UNION,47.62038,-122.33759,1928-01-01,1.0,3,41466,6062,35404,"Laboratory, Office, Parking",Office,35404.0,1.0,9228577.0
1285,21445,NonResidential,Large Office,7,LAKE UNION,47.62004,-122.33807,2013-01-01,1.0,6,130710,100800,29910,"Bank Branch, Office, Parking, Restaurant",Office,120548.0,92.0,7429423.0
1286,21447,NonResidential,Small- and Mid-Sized Office,7,LAKE UNION,47.62054,-122.33807,1926-01-01,1.0,4,35780,0,35780,"Office, Parking, Retail Store",Office,22341.0,77.0,1979164.25
1288,21459,NonResidential,Mixed Use Property,7,MAGNOLIA / QUEEN ANNE,47.6223,-122.35653,1964-01-01,1.0,4,25132,7308,17824,"Office, Parking, Restaurant",Office,8061.0,41.0,585965.6875
1291,21464,Nonresidential COS,Other,7,DOWNTOWN,47.60192,-122.33282,1966-01-01,1.0,1,49680,0,49680,Other,Other,49680.0,,2890473.75
1292,21465,Nonresidential COS,Other,7,DOWNTOWN,47.60219,-122.3313,1962-01-01,1.0,1,36314,0,36314,Other,Other,36314.0,,1882952.875
1293,21468,NonResidential,Other,7,DOWNTOWN,47.60849,-122.33924,1916-01-01,1.0,2,25920,0,25920,"Other - Entertainment/Public Assembly, Restaurant, Retail Store",Other - Entertainment/Public Assembly,11888.0,,1230670.25
1294,21469,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60994,-122.33997,1919-01-01,1.0,4,47686,0,47686,"Office, Retail Store",Office,25500.0,72.0,2223121.25
1302,21483,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60836,-122.34157,1915-01-01,1.0,6,40715,0,40715,"Non-Refrigerated Warehouse, Office, Retail Store",Office,20895.0,,2877728.5
1306,21488,NonResidential,Mixed Use Property,7,DOWNTOWN,47.61113,-122.34556,1990-01-01,1.0,4,82065,34800,47265,"Office, Parking, Retail Store",Parking,36036.0,91.0,1818635.25
1308,21495,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.61041,-122.34214,1910-01-01,1.0,4,36160,0,36160,Office,Office,36160.0,47.0,1921962.0
1309,21496,NonResidential,Mixed Use Property,7,DOWNTOWN,47.61014,-122.34251,1918-01-01,1.0,1,34617,0,34617,"Food Sales, Manufacturing/Industrial Plant, Office, Other - Entertainment/Public Assembly, Other - Restaurant/Bar, Restaurant, Retail Store, Self-Storage Facility",Other - Restaurant/Bar,6455.0,,5123179.0
1314,21505,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.6123,-122.34611,1909-01-01,1.0,5,66900,0,66900,Office,Office,68048.0,100.0,1634178.25
1315,21506,NonResidential,Mixed Use Property,7,DOWNTOWN,47.61252,-122.34565,1910-01-01,1.0,3,29340,0,29340,"Multifamily Housing, Office, Restaurant",Office,12714.0,,2370772.25
1317,21508,NonResidential,Other,7,DOWNTOWN,47.61341,-122.34597,1930-01-01,0.0,2,22710,0,22710,Food Service,Food Service,22710.0,,287763.5
1320,21515,NonResidential,Small- and Mid-Sized Office,4,LAKE UNION,47.6367,-122.3285,2000-01-01,1.0,3,50499,13540,36959,"Office, Parking",Office,36959.0,13.0,3205182.5
1321,21520,NonResidential,Small- and Mid-Sized Office,4,LAKE UNION,47.63616,-122.32718,1964-01-01,1.0,5,54465,9605,44860,"Office, Parking",Office,57972.0,68.0,3658985.5
1322,21521,NonResidential,K-12 School,3,EAST,47.63239,-122.32072,1930-01-01,1.0,2,45960,0,45960,K-12 School,K-12 School,45960.0,56.0,4711474.0
1326,21530,NonResidential,Small- and Mid-Sized Office,7,LAKE UNION,47.61992,-122.34539,1959-01-01,1.0,2,21128,0,21128,Office,Office,21128.0,97.0,436604.0938
1328,21533,NonResidential,Mixed Use Property,7,LAKE UNION,47.61893,-122.34473,2008-01-01,1.0,4,274442,0,274442,"Hotel, Multifamily Housing, Parking, Retail Store",Hotel,108763.0,,9512996.0
1329,21534,NonResidential,Small- and Mid-Sized Office,7,LAKE UNION,47.61952,-122.34462,2013-01-01,1.0,3,51552,0,51552,"Data Center, Office",Office,54150.0,,1539066.375
1330,21535,NonResidential,Hotel,7,LAKE UNION,47.62014,-122.34456,1959-01-01,1.0,4,38520,0,38520,Hotel,Hotel,38500.0,37.0,2874815.0
1331,21537,NonResidential,Hotel,7,LAKE UNION,47.62174,-122.34417,1961-01-01,1.0,3,29186,4256,24930,Hotel,Hotel,19000.0,95.0,867184.375
1333,21546,NonResidential,Worship Facility,7,LAKE UNION,47.6201,-122.34071,1960-01-01,1.0,1,27338,0,27338,Worship Facility,Worship Facility,27338.0,56.0,682542.8125
1335,21795,NonResidential,Other,3,EAST,47.64132,-122.31644,1999-01-01,1.0,2,85750,65640,20110,"K-12 School, Parking",Parking,65000.0,,2278550.5
1337,21549,NonResidential,Laboratory,7,MAGNOLIA / QUEEN ANNE,47.6224,-122.36248,1962-01-01,1.0,2,34416,0,34416,"Laboratory, Office, Parking",Laboratory,20649.0,,12512916.0
1338,21550,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,47.61954,-122.35847,1930-01-01,1.0,3,45864,0,45864,Office,Office,45864.0,94.0,3034554.5
1340,21557,NonResidential,K-12 School,5,NORTHWEST,47.72726,-122.32835,1999-01-01,1.0,2,49252,0,49252,K-12 School,K-12 School,61099.0,23.0,3870672.5
1351,21580,NonResidential,Small- and Mid-Sized Office,4,LAKE UNION,47.63245,-122.32529,1987-01-01,1.0,3,33176,0,33176,"Office, Parking",Office,33176.0,89.0,1513388.25
1352,21582,NonResidential,Retail Store,4,LAKE UNION,47.63246,-122.32658,1993-01-01,1.0,3,25194,3764,21430,"Medical Office, Office, Retail Store",Retail Store,10751.0,,1980961.25
1359,21611,NonResidential,Worship Facility,2,GREATER DUWAMISH,47.55072,-122.30265,1977-01-01,1.0,99,21948,0,21948,Worship Facility,Worship Facility,21948.0,80.0,326001.1875
1360,21613,NonResidential,Other,3,EAST,47.64033,-122.29135,1927-01-01,1.0,3,31191,0,31191,"Other - Recreation, Self-Storage Facility",Other - Recreation,30095.0,,6014124.0
1362,21617,NonResidential,Other,5,NORTH,47.72039,-122.29729,1947-01-01,1.0,1,37377,0,37377,"Office, Repair Services (Vehicle, Shoe, Locksmith, etc), Retail Store","Repair Services (Vehicle, Shoe, Locksmith, etc)",31303.0,,3515178.25
1364,21622,NonResidential,Warehouse,2,GREATER DUWAMISH,47.53906,-122.32031,1977-01-01,1.0,1,29380,0,29380,"Non-Refrigerated Warehouse, Office, Other",Non-Refrigerated Warehouse,16768.0,33.0,878933.3125
